id,name
1408,Nightshade Wreath
1409,Hooded Black Cloak
1410,Bloodstone Eyepatch
1411,Turquoise Eyepatch
1412,Green Silken Drape
1413,Shazda Turban
1414,Helot Skull Helm
1468,Dusty Burlap Hood
1469,Dusty Burlap Veil
1470,Dusty Burlap Collar
1471,Dusty Burlap Shirt
1472,Dusty Burlap Shawl
1473,Dusty Burlap Cape
1474,Dusty Burlap Cord
1475,Dusty Burlap Sleeves
1476,Dusty Burlap Wristband
1477,Dusty Burlap Gloves
1478,Dusty Burlap Pants
1479,Dusty Burlap Sandals
1480,Soft Wicker Helm
1481,Soft Wicker Mask
1482,Soft Wicker Gorget
1483,Soft Wicker Tunic
1484,Soft Wicker Shoulderpads
1485,Soft Wicker Cloak
1486,Soft Wicker Belt
1487,Soft Wicker Sleeves
1488,Soft Wicker Wristbands
1489,Soft Wicker Gloves
1490,Soft Wicker Leggings
1491,Soft Wicker Boots
1492,Bamboo Splint Coif
1493,Bamboo Splint Visor
1494,Bamboo Splint Neckguard
1495,Bamboo Splint Coat
1496,Bamboo Splint Mantle
1497,Bamboo Splint Cape
1498,Bamboo Splint Skirt
1499,Bamboo Splint Sleeves
1501,Siryn Hair Hood
1504,Bamboo Splint Bracelet
1505,Bamboo Splint Gloves
1506,Bamboo Splint Pants
1507,Bamboo Splint Boots
1508,Cold Iron Helm
1509,Cold Iron Mask
1510,Cold Iron Collar
1511,Cold Iron Breastplate
1512,Cold Iron Pauldron
1513,Cold Iron Girdle
1514,Cold Iron Vambraces
1515,Cold Iron Bracers
1516,Cold Iron Gauntlets
1517,Cold Iron Greaves
1518,Cold Iron Boots
1519,Crown of the Forlorn
1520,Pit Fighter Handwraps
1521,Pit Fighter Anklewraps
1522,Cold Iron Shackle
1523,Shield of the Forlorn
1524,Bracer of the Forlorn
1525,Bathide Wristband
1526,Cloak of the Forlorn
1529,Dreadful Cap
1530,Black Lace Sash
1548,Robe of the Grove
1583,Velium War Maul
1590,Sacred Runed Ruby
1593,Sacred Runed Jasper
1605,Robe of the Spring
1606,Mana Robe
1607,Siren Scale Robe
1608,Froglok Bonecaster's Robe
1609,Robe of Dalnir
1617,Kunzar Cloak
1619,Siblisian Berserker Cloak
1620,Runebranded Girdle
1621,Worn Cloth Mantle
1622,Hierophant's Cloak
1623,Sash of the Dragonborn
1624,Tolapumj's Robe
1625,Enshrouded Veil
1629,Ghostly Robes
1632,Soothsayer's Robe
1641,Loam Encrusted Cap
1642,Loam Encrusted Veil
1643,Loam Encrusted Choker
1644,Loam Encrusted Robe
1645,Loam Encrusted Amice
1646,Loam Encrusted Cloak
1647,Loam Encrusted Sash
1648,Loam Encrusted Sleeves
1649,Loam Encrusted Bracelet
1650,Loam Encrusted Gloves
1651,Loam Encrusted Pantaloons
1652,Loam Encrusted Lined Shoes
1653,Empyran Jerkin
1675,Marr's Promise
1676,Woe
1677,Envy
1680,Broken Arrow
1703,Tar goo strands
1705,Velium Studded Cloak
1715,Abram's Axe of the Stoic
1726,Shattering Hammer
1735,Waterlogged Flesh
1736,Algae Covered Flesh
1737,Swollen Flesh
1738,Narandi's Lance
1742,Choker of the Wretched
1743,Faceguard of Bentos the Hero
1744,Earring of the Frozen Skull
1745,Eye of Narandi
1746,Crown of Narandi
1748,Dented Velium Round Shield
1749,Dull Velium Battle Axe
1750,Packmaster's Lash
1751,Filth Covered Boots
1752,Blood Cured Wraps
1753,Brawler's Belt
1767,Krode's Shawl
1787,Red Cod Card
1788,White Cod Card
1789,Black Cod Card
1790,Blue Cod Card
1791,King Cod Card
1794,Vile Substance
1797,Reagent pouch
1827,Rineval Talyas' Robe
1841,Sporali Gloves
1842,Sporali Defender's Blade
1843,Sporestrand Shield
1850,Enchanted velium powder
1851,Unfired rune
1855,Etched Rune pattern
1857,Liquid velium
1858,Royal Kromrif blood
1869,Starmetal Ore
1871,Ebon Scythe
1873,Tome of Unseen Darkness
1874,Guardian's Dagger
1877,Hollowed Koada`Dal Rib Cage
1886,Cutlassfish Oil
1888,Dragonwing Skin
1889,Dragonbone Dust
1891,Noble's Robes
1900,Prayer Cloth of Tunare
1901,Bloody Dagger
1903,Cutthroat Insignia Ring
1904,Prayer Shawl
1905,Squallsurge Shawl
1906,Tigerskin Sleeves
1910,Blood Splattered Veil
1911,Helm of Brute Strength
1912,Gauntlets of Brute Strength
1913,Muck Covered Boots
1914,Scorched Pauldrons
1915,Sarnak-hide Leggings
1916,Skullhelm of Krenlek
1917,Mithril Reinforced Skullcap
1918,Mithril Reinforced Mask
1919,Mithril Reinforced Gorget
1920,Mithril Reinforced Tunic
1921,Mithril Reinforced Shoulderpads
1922,Mithril Reinforced Cloak
1923,Mithril Reinforced Belt
1924,Mithril Reinforced Sleeves
1925,Mithril Reinforced Wristbands
1926,Mithril Reinforced Gloves
1927,Mithril Reinforced Leggings
1928,Mithril Reinforced Boots
1929,Imbued Vale Studded Skullcap
1930,Imbued Vale Studded Mask
1931,Imbued Vale Studded Gorget
1932,Imbued Vale Studded Tunic
1933,Imbued Vale Studded Shoulderpads
1934,Imbued Vale Studded Cloak
1935,Imbued Vale Studded Belt
1936,Imbued Vale Studded Sleeves
1937,Imbued Vale Studded Wristbands
1938,Imbued Vale Studded Gloves
1939,Imbued Vale Studded Leggings
1940,Imbued Vale Studded Boots
1941,Imbued Vale Reinforced Skullcap
1942,Imbued Vale Reinforced Mask
1943,Imbued Vale Reinforced Gorget
1944,Imbued Vale Reinforced Tunic
1945,Imbued Vale Reinforced Mantle
1946,Imbued Vale Reinforced Cloak
1947,Imbued Vale Reinforced Belt
1948,Imbued Vale Reinforced Sleeves
1949,Imbued Vale Reinforced Wristbands
1950,Imbued Vale Reinforced Gloves
1951,Imbued Vale Reinforced Leggings
1952,Imbued Vale Reinforced Boots
1953,Imbued Mithril Studded Skullcap
1954,Imbued Mithril Studded Mask
1955,Imbued Mithril Studded Gorget
1956,Imbued Mithril Studded Tunic
1957,Imbued Mithril Studded Mantle
1958,Imbued Mithril Studded Cloak
1959,Imbued Mithril Studded Belt
1960,Imbued Mithril Studded Sleeves
1961,Imbued Mithril Studded Bracer
1962,Imbued Mithril Studded Gloves
1963,Imbued Mithril Studded Leggings
1964,Imbued Mithril Studded Boots
1965,Imbued Mithril Reinforced Skullcap
1966,Imbued Mithril Reinforced Mask
1967,Imbued Mithril Reinforced Gorget
1968,Imbued Mithril Reinforced Tunic
1969,Imbued Mithril Reinforced Mantle
1970,Imbued Mithril Reinforced Cloak
1971,Imbued Mithril Reinforced Belt
1972,Imbued Mithril Reinforced Sleeves
1973,Imbued Mithril Reinforced Bracer
1974,Imbued Mithril Reinforced Gloves
1975,Imbued Mithril Reinforced Leggings
1976,Imbued Mithril Reinforced Boots
1977,Vale Studded Skullcap
1978,Vale Studded Mask
1979,Vale Studded Gorget
1980,Vale Studded Tunic
1981,Vale Studded Shoulderpads
1982,Vale Studded Cloak
1983,Vale Studded Belt
1984,Vale Studded Sleeves
1985,Vale Studded Wristbands
1986,Vale Studded Gloves
1987,Vale Studded Leggings
1988,Vale Studded Boots
1989,Vale Reinforced Skullcap
1990,Vale Reinforced Mask
1991,Vale Reinforced Gorget
1992,Vale Reinforced Tunic
1993,Vale Reinforced Mantle
1994,Vale Reinforced Cloak
1995,Vale Reinforced Belt
1996,Vale Reinforced Sleeves
1997,Vale Reinforced Wristbands
1998,Vale Reinforced Gloves
1999,Vale Reinforced Leggings
2000,Vale Reinforced Boots
2001,Leather Skullcap
2002,Leather Mask
2003,Leather Gorget
2004,Leather Tunic
2005,Leather Shoulderpads
2006,Leather Cloak
2007,Leather Belt
2008,Leather Sleeves
2009,Leather Wristbands
2010,Leather Gloves
2011,Leather Leggings
2012,Leather Boots
2013,Small Leather Skullcap
2014,Small Leather Mask
2015,Small Leather Gorget
2016,Small Leather Tunic
2017,Small Leather Shoulderpads
2018,Small Leather Cloak
2019,Small Leather Belt
2020,Small Leather Sleeves
2021,Small Leather Wristbands
2022,Small Leather Gloves
2023,Small Leather Leggings
2024,Small Leather Boots
2025,Large Leather Skullcap
2026,Large Leather Mask
2027,Large Leather Gorget
2028,Large Leather Tunic
2029,Large Leather Shoulderpads
2030,Large Leather Cloak
2031,Large Leather Belt
2032,Large Leather Sleeves
2033,Large Leather Wristbands
2034,Large Leather Gloves
2035,Large Leather Leggings
2036,Large Leather Boots
2037,Fur Lined Boots
2038,Large Leather Kilt
2039,Steel Torque
2041,Mountain Lion Cape
2042,Small Steel Torque
2043,Large Steel Torque
2050,Gretta's Baking Supplies
2060,Edge of the Taskmaster
2062,Poison Etched Wristband
2086,Clay/water mixture
2092,Wolf Fang Earring
2093,Small Portal Fragments
2094,Portal Fragments
2099,Soulfiend Lance
2100,Grimy Lance
2101,Tattered Skullcap
2102,Tattered Mask
2103,Tattered Gorget
2104,Patchwork Tunic
2105,Tattered Shoulderpads
2106,Patchwork Cloak
2107,Tattered Belt
2108,Patchwork Sleeves
2109,Tattered Wristbands
2110,Tattered Gloves
2111,Patchwork Pants
2112,Patchwork Boots
2113,Small Tattered Skullcap
2114,Small Tattered Mask
2115,Small Tattered Gorget
2116,Small Patchwork Tunic
2117,Small Tattered Shoulderpads
2118,Small Patchwork Cloak
2119,Small Tattered Belt
2120,Small Patchwork Sleeves
2121,Small Tattered Wristbands
2122,Small Tattered Gloves
2123,Small Patchwork Pants
2124,Small Patchwork Boots
2125,Large Tattered Skullcap
2126,Large Tattered Mask
2127,Large Tattered Gorget
2128,Large Patchwork Tunic
2129,Large Tattered Shoulderpads
2130,Large Patchwork Cloak
2131,Large Tattered Belt
2132,Large Patchwork Sleeves
2133,Large Tattered Wristbands
2134,Large Tattered Gloves
2135,Large Patchwork Pants
2136,Large Patchwork Boots
2137,Raw-hide Skullcap
2138,Raw-hide Mask
2139,Raw-hide Gorget
2140,Raw-hide Tunic
2141,Raw-hide Shoulderpads
2142,Raw-hide Cloak
2143,Raw-hide Belt
2144,Raw-hide Sleeves
2145,Raw-hide Wristbands
2146,Raw-hide Gloves
2147,Raw-hide Leggings
2148,Raw-hide Boots
2149,Small Raw-hide Skullcap
2150,Small Raw-hide Mask
2151,Small Raw-hide Gorget
2152,Small Raw-hide Tunic
2153,Small Raw-hide Shoulderpads
2154,Small Raw-hide Cloak
2155,Small Raw-hide Belt
2156,Small Raw-hide Sleeves
2157,Small Raw-hide Wristbands
2158,Small Raw-hide Gloves
2159,Small Raw-hide Leggings
2160,Small Raw-hide Boots
2161,Large Raw-hide Skullcap
2162,Large Raw-hide Mask
2163,Large Raw-hide Gorget
2164,Large Raw-hide Tunic
2165,Large Raw-hide Shoulderpads
2166,Large Raw-hide Cloak
2167,Large Raw-hide Belt
2168,Large Raw-hide Sleeves
2169,Large Raw-hide Wristbands
2170,Large Raw-hide Gloves
2171,Large Raw-hide Leggings
2172,Large Raw-hide Boots
2174,Gnome Skin Sleeves
2175,Small Scarab Helm
2176,Small Scarab Breastplate
2177,Small Scarab Boots
2178,Gnome Skin Gloves
2179,Gnome Skin Tunic
2180,Gnome Skin Mask
2181,Gnome Skin Belt
2182,Gnome Skin Wristband
2183,Gnome Skin Gorget
2184,Gnome Skin Leggings
2185,Gnome Skin Boots
2186,Gnome Skin Skullcap
2201,Studded Skullcap
2202,Studded Mask
2203,Studded Gorget
2204,Studded Tunic
2205,Studded Shoulderpads
2206,Studded Cloak
2207,Studded Belt
2208,Studded Sleeves
2209,Studded Wristbands
2210,Studded Gloves
2211,Studded Leggings
2212,Studded Boots
2213,Small Studded Skullcap
2214,Small Studded Mask
2215,Small Studded Gorget
2216,Small Studded Tunic
2217,Small Studded Shoulderpads
2218,Small Studded Cloak
2219,Small Studded Belt
2220,Small Studded Sleeves
2221,Small Studded Wristbands
2222,Small Studded Gloves
2223,Small Studded Leggings
2224,Small Studded Boots
2225,Large Studded Skullcap
2226,Large Studded Mask
2227,Large Studded Gorget
2228,Large Studded Tunic
2229,Large Studded Shoulderpads
2230,Large Studded Cloak
2231,Large Studded Belt
2232,Large Studded Sleeves
2233,Large Studded Wristbands
2234,Large Studded Gloves
2235,Large Studded Leggings
2236,Large Studded Boots
2237,Reinforced Skullcap
2238,Reinforced Mask
2239,Reinforced Gorget
2240,Reinforced Tunic
2241,Reinforced Shoulderpads
2242,Reinforced Cloak
2243,Reinforced Belt
2244,Reinforced Sleeves
2245,Reinforced Wristbands
2246,Reinforced Gloves
2247,Reinforced Leggings
2248,Reinforced Boots
2249,Small Reinforced Skullcap
2250,Small Reinforced Mask
2251,Small Reinforced Gorget
2252,Small Reinforced Tunic
2253,Small Reinforced Shoulderpads
2254,Small Reinforced Cloak
2255,Small Reinforced Belt
2256,Small Reinforced Sleeves
2257,Small Reinforced Wristbands
2258,Small Reinforced Gloves
2259,Small Reinforced Leggings
2260,Small Reinforced Boots
2261,Large Reinforced Skullcap
2262,Large Reinforced Mask
2263,Large Reinforced Gorget
2264,Large Reinforced Tunic
2265,Large Reinforced Shoulderpads
2266,Large Reinforced Cloak
2267,Large Reinforced Belt
2268,Large Reinforced Sleeves
2269,Large Reinforced Wristbands
2270,Large Reinforced Gloves
2271,Large Reinforced Leggings
2272,Large Reinforced Boots
2276,Reinforced Skirt
2280,Split Paw Hide Gloves
2281,Split Paw Hide Tunic
2282,Split Paw Hide Mask
2283,Split Paw Hide Belt
2285,Withered Leather Tunic
2286,Withered Leather Shoulderpads
2287,Withered Leather Cloak
2288,Withered Leather Belt
2289,Withered Leather Sleeves
2290,Withered Leather Wristbands
2291,Withered Leather Gloves
2292,Withered Leather Leggings
2293,Withered Leather Boots
2294,Withered Leather Skullcap
2295,Withered Leather Mask
2296,Withered Leather Gorget
2299,Legionnaire's Bracer
2301,Bracers of Battle
2302,Girdle of Health
2303,Gloves of Strength
2304,Spiked Collar
2305,Snakeskin Gloves
2306,Snakeskin Jerkin
2307,Snakeskin Mask
2308,Froglok Skin Mask
2309,Mask of Shadow
2310,Rusty Spiked Shoulderpads
2311,Leering Mask
2312,Ratskin Gloves
2313,Wolfskin Gloves
2314,Bearskin Gloves
2315,Lionskin Gloves
2316,Studded Leather Collar
2317,Cloak of the Undead Eye
2320,Topknot Headband
2321,Crown of Leaves
2322,Cloak of Leaves
2323,Wolf-hide Sleeves
2324,Lion-skin Leggings
2325,Bear-hide Jerkin
2326,Werewolf-hide Jerkin
2327,Mottled Cloak
2328,Belt of Flesh Hooks
2329,Lockjaw Hide Vest
2330,Lizardskin Tribal Mask
2331,Lizardscale Mantle
2332,Lizardscale Cloak
2333,Nightmare Hide
2334,Mammoth Hide Leggings
2335,Thick Black Cape
2336,Impskin Gloves
2337,Kobold-hide Boots
2338,Drakescale Belt
2339,Gnomish Environment Suit
2340,Molten Cloak
2341,Foreman's Tunic
2342,Drake-hide Sleeves
2343,Drake-hide Leggings
2345,Lizardscale Belt
2346,White Wolf-hide Cloak
2347,Etched Ivory Charm
2348,Syythrak Hide Vest
2349,Onyx Drakescale Cloak
2350,Incandescent Mask
2351,Incandescent Gloves
2355,Gleaming Gloves
2368,Patch of Shadow
2371,Dreadskin Cloak
2373,Gorilla Hide Mask
2374,Gorilla Hide Leggings
2375,Tiger Hide Gloves
2384,Spiked Mask
2397,Mechlo Power Source
2400,Cloak of the Ice Bear
2401,Werewolf Skin Cloak
2402,Lupine Claw Gauntlets
2405,Mithril-Runed Tunic
2406,Thick Banded Belt
2407,Reed Belt
2408,Cloak of Shadows
2418,Hoop of the Traveler
2419,Glassy Frog Eye
2441,Brell's Blessed Stout
2458,Gatorscale Sleeves
2461,Gatorscale Leggings
2462,Feathered Leggings
2464,Troll-hide Belt
2465,Elf-hide Gloves
2466,Griffon Talon Gloves
2467,Giants Reminder String
2468,Executioners Hood
2470,Thick Leather Apron
2471,Swirlspine Belt
2482,Spell: Tunare's Renewal
2483,Spell: Kragg's Mending
2484,Trinket of the Enlightened
2485,Torgiran Shackle Key
2500,Girdle of the Diligent
2502,Flayed Turmoilskin Belt
2503,Scaled Prowler Cloak
2504,Scourgetail Bracer
2505,Scaled Prowler Belt
2506,Carrion Beetle Leggings
2507,Blockcutter Gloves
2512,Blue Burlap Hood
2513,Blue Burlap Veil
2514,Blue Burlap Collar
2515,Blue Burlap Shirt
2516,Blue Burlap Shawl
2517,Blue Burlap Cape
2518,Blue Burlap Cord
2519,Blue Burlap Sleeves
2520,Blue Burlap Wristband
2521,Blue Burlap Gloves
2522,Blue Burlap Pants
2523,Blue Burlap Sandals
2524,Blue Wicker Helm
2525,Blue Wicker Mask
2526,Blue Wicker Gorget
2527,Blue Wicker Tunic
2528,Blue Wicker Shoulderpads
2529,Blue Wicker Cloak
2530,Blue Wicker Belt
2531,Blue Wicker Sleeves
2532,Blue Wicker Wristbands
2533,Blue Wicker Gloves
2534,Blue Wicker Leggings
2535,Blue Wicker Boots
2536,Blue Bamboo Splint Coif
2537,Blue Bamboo Splint Visor
2538,Blue Bamboo Splint Neckguard
2539,Blue Bamboo Splint Coat
2540,Blue Bamboo Splint Mantle
2541,Blue Bamboo Splint Cape
2542,Blue Bamboo Splint Skirt
2543,Blue Bamboo Splint Sleeves
2544,Blue Bamboo Splint Bracelet
2545,Blue Bamboo Splint Gloves
2546,Blue Bamboo Splint Pants
2547,Blue Bamboo Splint Boots
2548,Etched Iron Helm
2549,Etched Iron Mask
2550,Etched Iron Collar
2551,Etched Iron Breastplate
2552,Etched Iron Pauldron
2553,Etched Iron Girdle
2554,Etched Iron Vambraces
2555,Etched Iron Bracers
2557,Etched Iron Gauntlets
2558,Etched Iron Greaves
2559,Etched Iron Boots
2560,Bloodclaw Dagger
2561,Bloodclaw Rapier
2563,Bloodclaw Battle Axe
2565,Bloodclaw Scimitar
2566,Bloodclaw Mace
2567,Bloodclaw Long Sword
2568,Staff of the Moribund Spirits
2569,Forlorn Totem of Rolfron Zek
2570,Mantle of the Elder Serpent
2571,Prowling Leopard Leggings
2572,Robe of the Great Panda
2573,Astral Cloak of the Titans
2574,Scaled Robe of the Elder Serpent
2575,Astral Leggings of the Titans
2578,Spirit Reaver
2590,Owlbear Meat
2591,Sonic Wolf Meat
2592,Grimling Meat
2594,Mechlo Sprockets
2595,Blessed Wooden Stake
2596,Phosphorous Torch
2600,Patch Hide Skullcap
2601,Patch Hide Mask
2602,Patch Hide Collar
2603,Patch Hide Shoulder Guard
2604,Patch Hide Ab Guard
2605,Patch Hide Bracers
2606,Patch Hide Gloves
2607,Patch Hide Sandal
2608,Patch Hide Arm Guards
2609,Patch Hide Poncho
2612,Custom Cowl of Mortality
2615,Coterie Skullcap
2616,Coterie Mask
2617,Coterie Gorget
2618,Coterie Tunic
2619,Coterie Shoulderpads
2620,Coterie Cloak
2621,Coterie Belt
2622,Coterie Sleeves
2623,Coterie Wristbands
2624,Coterie Gloves
2625,Coterie Leggings
2626,Coterie Boots
2628,Curled Entwood Earring
2635,Blood Crusted Dirk
2636,Blood Crusted Battle Hammer
2637,Blood Crusted Burlap Cloak
2638,Blood Crusted Leather Boots
2639,Blood Crusted Kobold Mace
2640,Blood Crusted Whip
2641,Hand Sewn Slippers
2642,Blood Crusted Leather Bracer
2674,2lb Rainbow Trout
2675,3lb Rainbow Trout
2676,4lb Rainbow Trout
2677,5lb Rainbow Trout
2678,6lb Rainbow Trout
2679,7lb Rainbow Trout
2680,8lb Rainbow Trout
2681,9lb Rainbow Trout
2682,10lb Rainbow Trout
2683,11lb Rainbow Trout
2689,Johanius Stake of Slaying
2695,Sturdy Grimling Mining Pick
2696,Secret Chuck Doll
2709,Rotted Griffon-Hide Wrist Guard
2719,Burynai Hide Cap
2720,Burynai Hide Tunic
2721,Burynai Hide Sleeves
2722,Burynai Hide Bracelets
2723,Burynai Hide Gloves
2724,Burynai Hide Pants
2725,Burynai Hide Boots
2726,Burynai Hide Choker
2727,Burynai Hide Mask
2728,Burynai Hide Shoulder Pads
2729,Burynai Hide Cloak
2731,Spectral Shroud
2732,Mask of the Eight Eyes
2733,Drolvarg Mantle
2734,Sarnak-Hide Mask
2735,Fungus Covered Scale Tunic
2736,Larrikan's Mask
2737,Mucilaginous Girdle
2738,Mask of Obtenebration
2739,Sarnak Hide Girdle
2740,Silken Cat-fur Girdle
2741,Iksar Hide Mask
2742,Brell's Girdle
2743,"Talisen, Bow of the Trailblazer"
2744,Ring of the Frost Spiders
2745,Venomous Axe of the Velium Brood
2746,Silver Chitin Hand Wraps
2747,Silver Chitin Wristband
2749,Damaged Hopper Hide
2750,Tattered Hopperhide Skullcap
2751,Tattered Hopperhide Mask
2752,Tattered Hopperhide Gorget
2753,Tattered Hopperhide Tunic
2754,Tattered Hopperhide Shoulderpads
2755,Tattered Hopperhide Cloak
2756,Tattered Hopperhide Belt
2757,Tattered Hopperhide Sleeves
2758,Tattered Hopperhide Wristbands
2759,Tattered Hopperhide Gloves
2760,Tattered Hopperhide Pants
2761,Tattered Hopperhide Boots
2762,Studded Hopperhide Skullcap
2763,Studded Hopperhide Mask
